GO_term	genomefreq	chrXXfreq
GO:0009089	3	0
GO:0004072	2	0
GO:0046556	5	0
GO:0046373	5	0
GO:0004659	4	0
GO:0008495	1	0
GO:0048034	1	0
GO:0004467	2	0
GO:0051920	7	0
GO:0042545	6	0
GO:0030599	6	0
GO:0032784	2	0
GO:0004743	1	0
GO:0030955	1	0
GO:0004651	1	0
GO:0047429	2	0
GO:0009143	2	0
GO:0051015	1	0
GO:0031167	1	0
GO:0008824	1	0
GO:0009439	1	0
GO:0032933	2	0
GO:0015485	1	0
GO:0008203	1	0
GO:0018024	4	0
GO:0034968	2	0
GO:0048188	1	0
GO:0048278	1	0
GO:0032777	1	0
GO:0000469	2	0
GO:0008375	6	2
GO:0003952	1	0
GO:0008616	2	0
GO:0008479	2	0
GO:0055070	1	0
GO:0022900	3	0
GO:0034227	1	0
GO:0003873	2	0
GO:0006003	2	0
GO:0006000	2	0
GO:0005846	2	0
GO:0000339	2	0
GO:0045292	2	0
GO:0009982	4	0
GO:0009451	4	0
GO:0000178	5	0
GO:0006857	3	0
GO:0000784	2	0
GO:0007031	5	0
GO:0006623	1	0
GO:0051056	1	0
GO:0043547	2	0
GO:0071821	1	0
GO:0047750	3	0
GO:0016125	3	0
GO:0072383	1	0
GO:0000785	1	0
GO:0033699	1	0
GO:0043047	3	0
GO:0006383	1	0
GO:0004127	1	0
GO:0009041	1	0
GO:0000796	2	0
GO:0004615	1	0
GO:0018344	1	0
GO:0004663	1	0
GO:0042623	2	0
GO:1990071	1	0
GO:0009452	1	0
GO:0016558	1	0
GO:0006850	2	0
GO:0004736	1	0
GO:0009374	1	0
GO:0006090	3	0
GO:0008534	1	0
GO:0036297	1	0
GO:0035312	1	0
GO:0005759	1	0
GO:0017057	1	0
GO:0001527	1	0
GO:0003860	1	0
GO:0016973	1	0
GO:0033178	4	0
GO:0004767	1	0
GO:0006685	1	0
GO:0000959	1	0
GO:0042546	1	0
GO:0004349	1	0
GO:0006426	1	0
GO:0004820	1	0
GO:0031533	1	0
GO:0004484	1	0
GO:0006370	1	0
GO:0030479	2	0
GO:0004001	1	0
GO:0006166	1	0
GO:0016149	2	0
GO:0008677	9	0
GO:0015940	5	0
GO:0004114	1	0
GO:0006378	3	0
GO:0005849	3	0
GO:0033617	1	0
GO:0019008	2	0
GO:0042256	2	0
GO:0006427	1	0
GO:0004821	1	0
GO:0045261	4	0
GO:0003917	2	0
GO:0061617	2	0
GO:0042407	2	0
GO:0089701	1	0
GO:0006438	1	0
GO:0004832	1	0
GO:0032780	1	0
GO:0042030	1	0
GO:0017056	2	0
GO:0006013	1	0
GO:0015923	1	0
GO:0004559	1	0
GO:0036265	1	0
GO:0004373	1	0
GO:0008276	1	0
GO:0005452	2	0
GO:0006820	3	0
GO:0005787	3	0
GO:0006465	4	0
GO:0004527	2	0
GO:0003688	2	0
GO:2001256	1	0
GO:0001026	1	0
GO:0000126	2	0
GO:0043161	1	0
GO:0008280	1	0
GO:0009448	2	0
GO:0003867	2	0
GO:0035299	1	0
GO:0005337	2	0
GO:0003949	1	0
GO:0004932	2	0
GO:0006750	6	0
GO:0004363	1	0
GO:0003870	1	0
GO:0004417	1	0
GO:0004789	1	0
GO:0009228	3	0
GO:0000027	1	0
GO:0006348	2	0
GO:0004402	2	0
GO:0005834	3	0
GO:0006545	1	0
GO:0004146	1	0
GO:0019348	1	0
GO:0016817	2	0
GO:0003916	1	0
GO:0004807	1	0
GO:0006481	3	0
GO:0004671	3	0
GO:0019432	1	0
GO:0004144	1	0
GO:0018738	1	0
GO:0046294	2	0
GO:0015075	1	0
GO:0004115	1	0
GO:0006198	1	0
GO:0003852	1	0
GO:0019915	2	0
GO:0016628	10	0
GO:0003989	1	0
GO:0030837	1	0
GO:0000271	5	0
GO:0004122	1	0
GO:0019343	1	0
GO:0034770	1	0
GO:0042799	1	0
GO:0000324	6	1
GO:0015099	1	0
GO:0035444	1	0
GO:0008531	2	0
GO:0003978	2	0
GO:0006012	4	0
GO:0006044	3	0
GO:0004342	2	0
GO:0008446	1	0
GO:0019673	1	0
GO:0005871	13	0
GO:0015012	2	0
GO:0006024	2	0
GO:0019290	1	0
GO:0008667	1	0
GO:0045493	4	0
GO:0046559	4	0
GO:0031012	2	0
GO:0047472	1	0
GO:0019619	1	0
GO:0004638	1	0
GO:1901642	1	0
GO:0004089	7	1
GO:0004163	1	0
GO:0019287	1	0
GO:0004408	3	0
GO:0030410	1	0
GO:0030418	1	0
GO:0030907	1	0
GO:0000083	2	0
GO:0030148	1	0
GO:0042284	1	0
GO:0019478	1	0
GO:0004450	1	0
GO:0006102	1	0
GO:0004726	1	0
GO:0000014	1	0
GO:0006566	1	0
GO:0004413	1	0
GO:0004329	1	0
GO:0006285	1	0
GO:0003906	2	0
GO:0051903	1	0
GO:0006069	1	0
GO:0016233	2	0
GO:1990879	2	0
GO:0004463	1	0
GO:0003713	1	0
GO:0050385	1	0
GO:0004848	1	0
GO:0008173	2	0
GO:0045002	1	0
GO:0000730	1	0
GO:0071630	1	0
GO:0031144	1	0
GO:0006986	1	0
GO:0090155	1	0
GO:0090156	1	0
GO:0035339	1	0
GO:0016742	4	0
GO:0000444	2	1
GO:0018293	1	0
GO:0006436	2	0
GO:0004830	2	0
GO:0000387	1	0
GO:0004350	1	0
GO:0004455	1	0
GO:0019120	2	0
GO:0005543	3	0
GO:0032065	2	0
GO:0005938	2	0
GO:0008073	1	0
GO:0000107	1	0
GO:0001664	2	0
GO:0004357	1	0
GO:0000930	1	0
GO:0031122	1	0
GO:0031071	1	0
GO:0044571	1	0
GO:0016480	1	0
GO:0034457	1	0
GO:0008097	1	0
GO:0043968	1	0
GO:0043967	1	0
GO:0044284	1	0
GO:0004655	1	0
GO:0004030	2	0
GO:0006081	2	0
GO:0004512	1	0
GO:0006021	1	0
GO:0044070	1	0
GO:0008308	1	0
GO:0000184	1	0
GO:0006654	1	0
GO:0050764	1	0
GO:0030334	1	0
GO:0004630	1	0
GO:0048017	1	0
GO:0070461	1	0
GO:0005952	1	0
GO:0001932	1	0
GO:0008603	1	0
GO:0005993	1	0
GO:0005991	3	0
GO:0004555	3	0
GO:0034701	1	0
GO:0042720	1	0
GO:0033674	1	0
GO:0033554	1	0
GO:0006417	1	0
GO:0003972	1	0
GO:0051730	1	0
GO:0004332	1	0
GO:0034551	1	0
GO:0019310	1	0
GO:0050113	1	0
GO:0006637	4	0
GO:0047617	4	0
GO:0070966	1	0
GO:0070481	1	0
GO:0071025	1	0
GO:0033897	3	0
GO:0030975	1	0
GO:0006772	2	0
GO:0009229	1	0
GO:0004788	1	0
GO:0016615	2	0
GO:0009052	1	0
GO:0008289	2	0
GO:0097010	1	0
GO:0051726	2	0
GO:0031493	1	0
GO:0031151	1	0
GO:0034729	1	0
GO:0007033	1	0
GO:0004819	1	0
GO:0006425	1	0
GO:0000910	1	0
GO:0002098	2	0
GO:0010309	1	0
GO:0016433	1	0
GO:0043874	1	0
GO:0004641	1	0
GO:0004637	3	0
GO:0043486	1	0
GO:0010387	1	0
GO:0010388	1	0
GO:0008180	1	0
GO:0008380	1	0
GO:0030623	1	0
GO:0017070	1	0
GO:0016602	1	0
GO:0006869	1	0
GO:0016471	1	0
GO:0006480	1	0
GO:0009168	1	0
GO:0003942	2	0
GO:0042597	4	0
GO:0015444	1	0
GO:0006491	3	2
GO:0044877	2	0
GO:1902979	1	0
GO:0016899	2	0
GO:0006084	1	0
GO:0019867	1	0
GO:0052861	1	0
GO:0015085	5	1
GO:0015386	5	1
GO:0006784	1	0
GO:0042127	1	0
GO:0018343	1	0
GO:0005965	1	0
GO:0005785	1	0
GO:0005047	1	0
GO:0004197	1	0
GO:0016462	2	0
GO:0003922	1	0
GO:0006177	1	0
GO:0004801	1	0
GO:0035194	1	0
GO:0016442	1	0
GO:0031047	3	0
GO:0004333	1	0
GO:0006106	1	0
GO:0045239	1	0
GO:0031931	1	0
GO:0031929	2	0
GO:0007062	1	0
GO:0006097	1	0
GO:0004474	1	0
GO:0003839	4	0
GO:0004000	1	0
GO:2000601	1	0
GO:0001682	1	0
GO:0005673	1	0
GO:0008170	1	0
GO:0008942	1	0
GO:0008448	1	0
GO:0045944	1	0
GO:0004644	1	0
GO:0031307	1	0
GO:0008686	1	0
GO:0008425	1	0
GO:0017061	1	0
GO:0016903	1	0
GO:0015293	2	0
GO:1990316	1	0
GO:0006308	1	0
GO:0009088	1	0
GO:0004073	1	0
GO:0006531	1	0
GO:0004604	1	0
GO:0019379	1	0
GO:0004647	1	0
GO:0003991	1	0
GO:0004370	1	0
GO:0000293	4	0
GO:0030366	1	0
GO:0017076	1	0
GO:0004611	1	0
GO:0004612	1	0
GO:0000288	1	0
GO:0009584	1	0
GO:0018298	1	0
GO:0004535	1	0
GO:0031251	2	0
GO:0000289	2	0
GO:0006546	1	0
GO:0004375	1	0
GO:0005960	2	0
GO:0019464	2	0
GO:0004077	1	0
GO:0000262	1	0
GO:0000002	1	0
GO:0008521	1	0
GO:0043461	1	0
GO:0015074	5	1
GO:0006313	1	0
GO:0019629	1	0
GO:0047547	1	0
GO:0003913	1	0
GO:0004816	2	0
GO:0006421	2	0
GO:0004781	1	0
GO:0000096	1	0
GO:0034599	1	0
GO:0005751	1	0
GO:0045895	1	0
GO:0008301	1	0
GO:0007531	1	0
GO:0030276	1	0
GO:0019985	1	0
GO:0016035	1	0
GO:0050483	1	0
GO:0009117	1	0
GO:0006190	1	0
GO:0030041	1	0
GO:0044822	1	0
GO:0004169	1	0
GO:0097264	1	0
GO:0005345	2	0
GO:0006863	2	0
GO:0048478	1	0
GO:0006086	1	0
GO:0004739	1	0
GO:0000042	2	0
GO:0006611	1	0
GO:0031965	1	0
GO:0006998	1	0
GO:0006406	3	0
GO:0008146	1	0
GO:0080132	2	0
GO:0004014	1	0
GO:0008295	1	0
GO:0006597	1	0
GO:0042274	1	0
GO:0004141	1	0
GO:0018160	1	0
GO:0004418	1	0
GO:0006233	1	0
GO:0004798	1	0
GO:0008864	1	0
GO:0009411	1	0
GO:0004864	1	0
GO:0043666	1	0
GO:0008746	1	0
GO:0008750	1	0
GO:0006627	1	0
GO:0043618	1	0
GO:0010484	1	0
GO:0051090	1	0
GO:0052381	1	0
GO:0016891	2	0
GO:0003830	2	0
GO:0098599	1	0
GO:0008474	1	0
GO:0002084	1	0
GO:0033167	2	0
GO:0008440	1	0
GO:0034993	1	0
GO:0030497	1	0
GO:0045703	1	0
GO:0008108	1	0
GO:0004401	2	0
GO:0004013	1	0
GO:0006730	2	1
GO:0006461	1	0
GO:0004140	1	0
GO:0006354	1	0
GO:0046975	1	0
GO:0010452	1	0
GO:0008716	1	0
GO:0004425	1	0
GO:0004640	1	0
GO:0004049	1	0
GO:0090399	2	0
GO:0016572	2	0
GO:0010212	2	0
GO:0005760	1	0
GO:0006814	3	0
GO:0006885	1	0
GO:0015385	2	0
GO:0004664	2	0
GO:0009094	2	0
GO:0019538	1	0
GO:0008460	2	0
GO:0009225	2	0
GO:0001882	1	0
GO:0009186	1	0
GO:0050999	1	0
GO:0048312	1	0
GO:0004534	1	0
GO:0048280	1	0
GO:0016776	1	0
GO:0006172	1	0
GO:0004109	1	0
GO:0051741	1	0
GO:0010189	1	0
GO:0043332	1	0
GO:0032220	1	0
GO:0004834	2	0
GO:0035246	1	0
GO:0051907	1	0
GO:0005847	1	0
GO:0006379	3	0
GO:0030697	1	0
GO:0003840	2	0
GO:0060258	1	0
GO:0060257	1	0
GO:0004057	1	0
GO:0016598	1	0
GO:0003908	1	0
GO:0009085	1	0
GO:0004409	1	0
GO:0004053	1	0
GO:0015926	1	0
GO:0030411	3	0
GO:0006582	3	0
GO:0004591	2	0
GO:0018101	1	0
GO:0004419	1	0
GO:0006424	2	0
GO:0004818	2	0
GO:0015976	1	0
GO:0003935	1	0
GO:0018958	2	0
GO:0004065	2	0
GO:0019359	1	0
GO:0050262	1	0
GO:0043529	1	0
GO:0071816	1	0
GO:0006369	1	0
GO:0006434	2	0
GO:0004828	2	0
GO:0016879	1	0
GO:0005519	1	0
GO:0051017	1	0
GO:0030897	1	0
GO:0097576	1	0
GO:0031297	1	0
GO:0003844	1	0
GO:0097361	1	0
GO:0004368	1	0
GO:0004765	1	0
GO:0003856	1	0
GO:0003866	1	0
GO:0000214	1	0
GO:0000379	1	0
GO:0004605	1	0
GO:0003979	1	0
GO:0001105	1	0
GO:0004364	1	0
GO:0004592	1	0
GO:0044255	1	0
GO:0030677	1	0
GO:0000172	1	0
GO:0005655	1	0
GO:0045254	1	0
GO:0004742	1	0
GO:0000075	1	0
GO:0006571	1	0
GO:0004665	1	0
GO:0008977	1	0
GO:0008972	1	0
GO:0050334	1	0
GO:0004846	1	0
GO:0006144	1	0
GO:0016532	1	0
GO:0019551	1	0
GO:0004352	1	0
GO:0008053	1	0
GO:0030004	1	0
GO:0004335	1	0
GO:0004802	1	0
GO:0050832	1	0
GO:0042742	1	0
GO:0030688	1	0
GO:0006336	1	0
GO:0006384	1	0
GO:0004618	1	0
GO:0008541	2	0
GO:0033961	6	0
GO:0004104	1	0
GO:0046558	2	0
GO:0016755	1	0
GO:0009152	1	0
GO:0004018	1	0
GO:0036361	2	0
GO:0016855	2	0
GO:0031924	1	0
GO:0031919	1	0
GO:0006695	2	0
GO:0004631	2	0
GO:0030245	1	0
GO:0003941	1	0
GO:0090124	1	0
GO:0015667	1	0
GO:0004713	1	0
GO:0006567	1	0
GO:0004793	1	0
GO:0030798	1	0
GO:0030683	1	0
GO:0019012	1	0
GO:0047605	1	0
GO:0045151	1	0
GO:0008986	1	0
GO:0004348	2	0
GO:0006665	2	0
GO:0016117	1	0
GO:0004416	1	0
GO:0019243	1	0
GO:0050233	1	0
GO:0015204	1	0
GO:0071918	1	0
GO:0030007	1	0
GO:0005887	1	0
GO:0031221	1	0
GO:0015703	1	0
GO:0015109	1	0
GO:0080019	1	1
GO:0045156	1	1
GO:0019684	1	1
GO:0009772	1	1
GO:0006879	1	0
GO:0006826	1	0
